id	title	pids
74392	采薇	8967
74393	秦梦诗三首。挽公主	41634
74394	送王书记归邠州	23264
74395	结定襄郡狱效陶体	55313
74396	宿窦使君庄水亭	16030
74397	菩萨蛮（咏目）	62441
74398	范蠡	28274
74399	哭柏岩禅师	7247
74400	和段校书冬夕寄题庐山	23303
74401	晦日湖塘	49267
74402	估客乐四首	68781
74403	赠空禅师	23178
74404	胡完夫母周夫人挽词	70833
74405	送宁国夏侯丞	7014,7079
74406	校猎义成喜逢大雪率题九韵以示群官	36170
74407	监郡犍为将归使府登楼寓题	24603
74408	夜喜贺兰三见访	25323
74409	行县至浮查寺（一作罗晌诗）	36988
74410	鹊桥仙（旬会作）	56285
74411	醉落魄（后两日，再拉同官，席上用前韵）	52334
74412	月下独酌四首·其一	68741
74413	赠僧五首。自远禅师（远以无事为佛事）	16240,16318
74414	念奴娇（中秋垂虹和韵）	52709
74415	感皇恩（寿王簿）	66543
74416	赏牡丹应教	39187
74417	奉和圣制答张说扈从南出雀鼠谷之作	46899
74418	冬行三首	13063
74419	南奔书怀（一作自丹阳南奔道中作。萧士赟云是伪作）	72087
74420	宫莺	33991,34071
74421	江行无题一百首	34169
74422	浪淘沙（木樨开时雨）	50617
74423	赠友弟	29319
74424	寄景地判官	39658
74425	酬裴秀才	2047
74426	寿山曲	43035
74427	少年行（一作汉宫少年行）	20906
74428	奉和鲁望渔具十五咏。渔梁	27452
74429	庭前桃	33189
74430	贺新郎（兄弟争涂田而讼，歌此词主和议）	64049
74431	国殇	69834
74432	瘗旅文	70382
74433	北涧泛舟	71081,71288
74434	送孔恂入洛	43115
74435	和访寂上人不遇	28040
74436	法曲（入破第二）	50457
74437	示乡叟	29679
74438	寄安南马中丞	18049
74439	大林寺桃花	15097
74440	寄职方刘郎中	72296
74441	荆门浮舟望蜀江	71954
74442	夏日对雨	10164
74443	水龙吟（寿游参政）	58752
74444	和张舍人	32226
74445	与聂尊师话道	40416
74446	陪狄员外早秋登府西楼，因呈院中诸公	72921
74447	江汉答孟郊	10204
74448	射策后作	23867
74449	寄罗郎中隐	33671
74450	山中送弟方质	37172
74451	东山瀑布	29789
74452	荆门病中寄怀贯微上人	40229
74453	寄吴拾遗	40546
74454	同明府章送沈秀才还石门山读书	38787
74455	送李馀及第归蜀	19149,20710,25321
74456	送益公归旧居	39860
74457	汉武出猎	4094
74458	哭觉上人（时绊剡中）	38888,38967
74459	点绛唇·波上清风	62643
74460	哭刘蕡	22320
74461	沁园春（庆宁乡令）	66387
74462	鹧鸪天·卫县道中有怀其人	56714
74463	西江月（丁巳长沙大阅）	55592
74464	送齐明府赴东阳	4513
74465	有所教	14042
74466	九月九日登龙山	20308
74467	鹧鸪天（佳人）	45575
74468	咏荆轲	10982
74469	题景祥院	33536
74470	和友人悼亡（一作丧歌姬）	25768
74471	风凉原上作	60995
74472	寄禅师	31644,31735,31877
74473	摸鱼儿（和中齐端午韵）	60659
74474	凤栖梧（客临安，连日愁霖，旅枕无寐，起作）	54855,55027
74475	酬田逸人游岩见寻不遇题隐居里壁	36946
74476	秋日北固晚望二首	30671
74477	仆射陂晚望	29971
74478	读任彦升碑	22437
74479	送韦琼校书	25478
74480	山中五咏。门柳	4786
74481	贺圣朝（锁试府学夜坐作）	48976
74482	醉中戏赠袭美	28165,28219
74483	和元九与吕二同宿话旧感赠	14897
74484	山中惜花	8250
74485	晋。郭璞脱襦	36841
74486	闻雨	31894,38093,39999
74487	宜阳所居白蜀葵答咏柬诸公	9154
74488	自鄱阳还，道中寄褚征君	66400
74489	岳鄂王墓	66859
74490	念奴娇（述怀和赵宰通甫韵）	52161
74491	九日巴丘登高	40476,40554
74492	烛影摇红（寿元实通判母）	59709,59844
74493	甘露寺紫薇花	42548
74494	夏日因怀阳羡旧游寄裴书记	23144
74495	祝英台（自寿）	63718
74496	招隐山观玉蕊树戏书即事奉寄江西沈大夫阁老	17888
74497	天仙子（荼コ已凋落赋）	62234
74498	花犯·小石梅花	46943
74499	补乐歌十首。网罟	4180,4229
74500	雉带箭（此愈佐张仆射于徐，从猎而作也）	10246
74501	东风第一枝（为梅溪寿）	56780
74502	府酒五绝。自劝	16416
74503	阌乡姜七少府设脍，戏赠长歌	2351
74504	奉寄别马巴州（时甫除京兆功曹在东川）	3095
74505	古梅	40962
74506	秋夕有怀	21571,21910
74507	水调歌头（酴醿）	52218
74508	双双燕·满城社雨	69376
74509	禅庭芦竹十二韵呈郑谷郎中	39950
74510	广陵别郑处士	2179
74511	杂剧·神奴儿大闹开封府	68256
74512	游北山洞神宫	35819
74513	夜行船	44632,44634,44720,44721,48109,50429,50430,53351,55323,55324,56831,57338,59184,59582,60695,60743,61242,62658,62679,63119,63138,64641,66057
74514	送舒著作重授省郎赴阙	16581
74515	春听琵琶，兼简长孙司户	15217,15319
74516	淮南送李司空朝觐	30115
74517	重到华阳观旧居	14969
74518	答友人寄新茗	25057,25149
74519	送皇甫司录赴黔南幕	19976
74520	妓女	27292
74521	艳情代郭氏答卢照邻	33929
74522	陪华林园试小妓羯鼓	35393
74523	赠岛云禅师	40857
74524	寻张五回夜园作	70989,71202
74525	阙下口号呈柳仪曹	11692
74526	夏云峰（初秋有作）	53666
74527	惜分飞（富阳水寺秋夕望月）	47485
74528	沁园春（为叔父云溪主人寿）	65682
74529	寓意诗五首	14153
74530	逆旅题壁，次周伯恬原韵	67128
74531	海曲书情	34561
74532	醉梦迷（丑奴儿二首）	46373
74533	浪淘沙（戊午中秋和刘自昭）	58709
74534	西江月（二首。一连水东楼燕集、一泛舟）	47681
74535	送李中丞赴商州	4520
74536	晚秋集贤院即事寄徐薛二侍郎	5215
74537	殢人娇（王都尉席上赠侍人）	45367
74538	过杨处士幽居	19415,19469
74539	送新罗僧	28757,28866
74540	经夫差庙	10673
74541	入衡州	2712
74542	踏莎行（题中仙词卷）	60806
74543	中洲株柳	69681
74544	太行路－借夫妇以讽君臣之不终也	14182
74545	减字木兰花（展书卷）	46241
74546	水调歌头（赏月）	53787
74547	长安旅夜	21657
74548	和徐法曹赠崔洛阳斑竹杖以诗见答	6991
74549	梁王宅侍宴应制同用风字	45132
74550	赋得沙际路送从叔象	72377
74551	送张南简入蜀	14737
74552	八六子（戏改秦少游词）	57885
74553	水宿遣兴奉呈群公	3534
74554	寄大理徐郎中（一本大理下有寺字）	30240
74555	清明日与友人游玉粒塘庄	29043
74556	牧童词	12530,18070,58218
74557	钱知微卜卖天津桥	42269
74558	赠卖松者	14507
74559	荔枝树	31267
74560	春夜与诸公同宴呈陆郎中	38675
74561	送徐州韦仅行军	19099
74562	朝中措（五用韵戏呈）	58690
74563	水调歌（湘阴簿新居）	64663
74564	和夜题玉泉寺	17845
74565	赠谦明上人	35851
74566	贺新郎（题君用山园）	54449
74567	水调歌头（自和）	58960
74568	过洞庭湖	27116,34543,34599
74569	答王无功九日	17396
74570	游三寺回呈上府主严司空时因寻寺…故以诗自诮尔	13806
74571	送惟良上人	11018
74572	咏史诗。首阳山	29487
74573	宝鼎现（上元）	53584
74574	菩萨蛮（春晓）	60349
74575	云州饮席	18960
74576	小园赋	43583
74577	途中诗	35258
74578	红林檎近（双调·第二）	46937,47121
74579	和令狐仆射小饮听阮咸	16787
74580	花心动（偶居杭州七宝山国清寺冬夜作）	48994
74581	春尽独游慈恩寺南池	23615
74582	登城	24673
74583	青门闲泛	27695
74584	赠益府群官	18336
74585	送严使君游山	7821
74586	清平乐·池上纳凉	68665
74587	还过东都，留守周公筵上赠座客	36161,36189
74588	蝶恋花（游南山过陈公立后亭作）	49491
74589	送郑锡（曙曾事此公季父）	7912
74590	严光钓台	28267
74591	瓜洲留别李诩	22045
74592	送刘侍御	7944
74593	寄罗劭兴	22248
74594	奉和鲁望闲居杂题五首。醒闻桧	27748
74595	赠别崔起居	9296
74596	木兰花（遐观楼）	46633
74597	赠质上人	32862
74598	东林寄别修睦上人	40549
74599	过鸣皋隐者	3991
74600	白石潭秋霁作	28650
74601	浣溪沙·雨过残红湿未飞	46887
74602	春夕遣怀	36773
74603	吴。鲁肃	36813
74604	通道	41178
74605	括临江仙	64276
74606	中秋月二首·其二	69803
74607	送张直公归南郑拜省	73134,73311
74608	送王校书	72410
74609	送丘员外还山	72411
74610	舟行书事，寄杭州崔员外	19243
74611	水楼感事	37140
74612	新台	38159
74613	龙女祠	73003
74614	少年游（玉腊梅枝）	56566
74615	悼怀王丧妃	35951
74616	水调歌头（寿赵提刑）	63791,63823
74617	开元杂题七首。玉龙子	28315
74618	行路难五首	70358
74619	微之宅残牡丹	14858
74620	中秋夜洞庭圆月	42359,42399
74621	郡宅中斋	24887
74622	和边城秋气早	16291
74623	水调歌头（横山阁对月）	49466
74624	立秋后题	2366
74625	酬萧二十七侍御初秋言怀	4691
74626	春答	36672
74627	别草堂三绝句	15229,15331
74628	春日旅游	26153
74629	暇日寓怀寄朝中亲友	24439,24525
74630	魏博语	42084
74631	浑侍中宅牡丹	11634
74632	桃林场客舍之前有池半亩木槿栉比阏水遮山…五言八韵	31642,31733
74633	宴韦侍御新亭	23907
74634	杂剧·月明和尚度柳翠	67951
74635	卜算子（元宵）	60344
74636	和宋太史北楼新亭	71037,71244
74637	江行值暴风雨	35975
74638	风入松（再用韵）	65193,65300
74639	赠韩退之	9066
74640	题思禅寺上方	4569
74641	江中遇客	24258
74642	春秋战国门。章子	35024
74643	张员外好茅山风景，求为句容令，作此送	36120
74644	送严绅游兰溪	9124
74645	落梅花	62661,63122
74646	别春炉	15862
74647	惠福寺与陈留诸官茶会（得西字）	66278
74648	细腰宫	27053
74649	江路忆郡	37828
74650	楚夕旅泊古兴	72992
74651	酬严十八郎中见示	15487
74652	醉花阴（建康重九）	53695
74653	少年游（端午赠黄守徐君猷）	45257
74654	【双调】庆宣和_太华峰高天	68254
74655	答裴令公雪中讶白二十二与诸公不相访之什	11749
74656	送魏校书	9093
74657	水调歌头（隐静山观雨）	52988
74658	题令狐处士溪居	23973
74659	渔歌子·楚山青	69577
74660	水调歌头（大雪登望京楼）	52295
74661	和张明府登鹿门作	70881,71103
74662	感巫州荠菜	35252
74663	浣溪沙（访吴中朋友）	47411
74664	寓吟集	34262
74665	喻时	8119
74666	水调歌头（和张文伯对月词）	50041
74667	上西平（雪词）	57589
74668	菱	27908,28597
74669	赠同年陈长史员外	11572
74670	冬日暮国清寺留题	36516
74671	哀蜀人为南蛮俘虏五章。出青溪关有迟留之意	20988
74672	感皇恩（道调宫）	44164
74673	荆门行	8196
74674	秋夕	6329,14561,21441,26084,27276,28684,28985,29215,32841,34244
74675	送张侍御赴京	9233
74676	式微	30445
74677	秋夜	5930,8468,23320,29643,72761
74678	旅游	25265
74679	刑部尚书致仕	17078,17126
74680	答窦二曹长留酒还榼	7275
74681	救生寺望春寄畅当	7390
74682	赠喻凫	29564,29607
74683	寄曹松	40490
74684	和韩郎中扬子津玩雪寄严维	73724
74685	陇西谚	42169
74686	采桑子·塞上咏雪花	69560
74687	杂曲歌辞。长安少年行十首	9875
74688	蝶恋花（送潘大临）	45469
74689	清谿馆作	47745
74690	漫书	28600
74691	清明二首	3611
74692	登圣善寺阁望龙门	37314
74693	怀归	21488
74694	谢李六郎中寄新蜀茶	15121
74695	灵台家兄古镜歌	23387
74696	贻张蠙	33629
74697	玉楼春（冬日上江西漕鲁大卿）	55298
74698	扬州春夜李端公益张侍御登段侍御平路…以志其事	11690
74699	与从侄杭州刺史良游天竺寺	71853
74700	駉	23138
74701	和常舍人晚秋集贤院即事十二韵寄赠江南徐薛二侍郎	6807
74702	和裴侍中承恩拜扫旋辔途中有怀…官僚乡国亲故（后缺）	22202
74703	送张六谏议归朝	9176
74704	【中吕】仙客	67547
74705	病中闻河东公乐营置酒口占寄上	23050
74706	癸卯岁赴南丰道中闻京师失守寄权士繇韩幼深	4553
74707	船窗	40233
74708	出三城留别幕中三判官	8724
74709	顷自桐江得一钓车以袭美乐烟波之思因出以为玩…酬答	28015
74710	宴桃源（游西湖）	66601
74711	百字令（韩知事美任）	66507
74712	半死桐·重过阊门万事非	46312
74713	醉桃源（大石调）	44170
74714	满庭芳（赏梅）	46199,51166
74715	海阳十咏。蒙池	11087
74716	满庭芳（寿妻）	63873
74717	题苏仙宅枯松	18131
74718	菩萨蛮·暄风迟日春光闹	47261
74719	高士咏。河上公	41051
74720	秋日题陈宗儒圃亭，凄然感旧	9985
74721	白鹭儿	11107
74722	五月斋戒罢宴彻乐闻韦宾客皇甫郎中饮会亦稀…长句呈谢	16675
74723	咏安仁宰捣蒜	41781,41860
74724	鹧鸪天（漫寿）	46248
74725	秋宿慈恩寺遂上人院（一作送宋震先辈赴青州）	26353
74726	阮郎归（送别有感，因咏莺作）	53622
74727	渌水曲	71410
74728	寄唐禀正字	40216
74729	鹧鸪天（发舟安康，朋游见留，往复三用韵）	57397
74730	延福里秋怀	28778,28887
74731	酬白乐天杏花园	14053
74732	满江红（题博见楼）	53439
74733	代闺人春日	36026
74734	莺（一作孙处玄诗）	37218
74735	齐天乐（和张龙山寿词）	65778
74736	满江红（甫敬赋满江红，敬祝百千遐算。甫再拜）	64352
74737	和微之诗二十三首。和三月三十日四十韵	15713
74738	唐享太庙乐章。登歌	37496
74739	【南吕】骂玉郎过感皇恩采茶歌　闺情	68229
74740	豫章行苦相篇	43711
74741	少年游（十之五·林钟商）	44015
74742	答郑生歌	41439
74743	九日奉陪侍郎登白楼	6944
74744	忆梅	22295
74745	往富平伤怀	72607
74746	蕙兰芳引（仙吕）	46918,47109
74747	古离别	5580,32944,33254,33330,39199,43811,54603
74748	恩敕重推使牒追赴苏州，次前溪馆作	64153
74749	林琴南敬师	69002
74750	代郡斋神答乐天	13932
74751	鹊桥仙（丁巳七夕）	55556
74752	登汉州城楼	32233
74753	绿鬓	33871
74754	访题进士张乔延兴门外所居	31115
74755	台城晓朝曲	25674
74756	满庭芳（初春）	53217,53268
74757	江楼旧感 / 江楼感旧	23684
74758	送宫人入道归山	8874,8943
74759	柳梢青·七夕	62372
74760	郊庙歌辞。享太庙乐章。大顺舞	72736
74761	蕙兰芳引	60166
74762	送内弟韦宗仁归信州觐省	7030,7095
74763	秋晚书怀	31503
74764	安州道中经浐水有怀	64075
74765	【南吕】一枝花	68511
74766	登沃州山	5857
74767	观沣水涨	72673
74768	经故广平员外旧宅	33857
74769	南乡子（九日）	47695
74770	送董卿赴台州	33431
74771	寄弟	28960
74772	满庭芳（游豫章东湖再用韵）	54118
74773	送韩侍御自使幕巡海北	38320
74774	送刘知新往襄阳	25522
74775	送赵评事摄御史监军岭南	48920
74776	秋暮忆中秋夜与王璠侍御赏月，因怆远离聊以奉寄	8804
74777	题龙窝洞	35385
74778	题虢州三堂赠吴郎中（一作题虢州吴郎中三堂）	25592
74779	早春对雪，寄前殿中元侍御	72225
74780	新安吏	2357
74781	念奴娇（余年十八寓符离，临行，作此词）	50941
74782	清泰三年歌	41969
74783	洛阳尉刘晏与府掾诸公茶集天宫寺岸道上人房	60962
74784	宿迁道中遇雪	69416
74785	洞仙歌（次韵苏子瞻）	59700,59835
74786	相和歌辞。怨诗二首	6399,6444,6499
74787	闻砧有感	12017
74788	恨去年	16327
74789	乐天示过敦诗旧宅有感一篇吟之泫然追想昔事…以寄苦怀	11445,11520
74790	璧池望秋月	48354
74791	花发状元红慢	62494
74792	与胡汾坐月期贯休上人不至	34367
74793	重简王明府	2916
74794	寄洪正师	30534
74795	呈薛博士	23145
74796	元朝（一作幽州元日）	40220
74797	题精舍寺	3846
74798	送赵六贞固	23040
74799	送柳郎中裴起居	9245
74800	暮春戏赠樊宗宪	18615
74801	过孙员外蓝田山居	3858
74802	宴清都（连理海棠）	59274
74803	登江中孤屿赠白云先生王迥	70480
74804	题崇圣寺（寺，故行宫也）	21840
74805	浣溪沙（老妻生日）	49071
74806	和张少监晚菊	36321
74807	题壁画马歌（一作题壁上韦偃画歌。偃京兆人善画马）	2422
74808	忆旧游（寓毗陵有怀澄江旧友）	61681
74809	乙巳岁愚春秋四十九辞疾拜章将免左掖重阳独登上方	42476
74810	初夏题段郎中修竹里南园	23279
74811	送陆畅归江南（畅娶董溪女）	10312,10344
74812	春日访独孤处士	32507,32646
74813	陪从祖济南太守泛鹊山湖三首	71862
74814	感旧四首	68927
74815	赠万经	5480
74816	游溧阳霞泉寺限白字	41306
74817	鹧鸪天（闺思）	63784,63816,64417
74818	送友人游梅湖	71725
74819	春秋战国门。豫让	35018
74820	蝶恋花（肖韩见和，复次韵酬之，四首）	51095
74821	过内黄县	33096
74822	咏北海	27089
74823	赋秋日悬清光赐房玄龄	32105
74824	明皇帝挽歌	6378
74825	题集贤阁	11395,11468
74826	落第寄沈询	23719,23839
74827	花马池咏	69535
74828	江神子（发金陵）	59068,59151
74829	答卢虔故园见寄	12323
74830	张果引谚	42147
74831	沁园春（癸卯佛生翼日，将戟，梦中有作。既醒，但易数字）	57927
74832	宿白马津寄寇立	18850
74833	沁园春（六和）	57944
74834	水调歌头·舟次扬州和人韵	54090
74835	送李使君赴抚州	4935,5074
74836	赠李愬仆射	8329,8425
74837	赠嫂（序云阿嫂相疑留诗）	41516
74838	赠漳州张怡使君	35693
74839	刘得仁墓	32936
74840	及第谣	18673,18695
74841	与李十二白同寻范十隐居（李白集有寻鲁城北范居士诗）	2741
74842	屈祠	27091
74843	洛阳行送洛阳韦七明府	5614
74844	鹊桥仙（歇指调）	43979
74845	永遇乐（三和）	58620
74846	移住别友	30589
74847	夜泊咏栖鸿	28136,28190
74848	玉女摇仙佩·佳人	43904
74849	江下初秋寓泊	32681
74850	贺新郎（月夜）	63506
74851		21244,27946
74852	自宾客迁太子少傅分司	16514
74853	府西池	16389
74854	乐府杂曲。鼓吹铙歌。铁山碎	3241
74855	思归行（一作于濆诗）	30307
74856	初秋夜坐赠吴武陵	10843
74857	暮冬书怀呈友人（一作喻凫诗）	29692
74858	题一上人经阁	39673
74859	杨白花	10974
74860	送友人归江南	27268,28683,28735,28845,31481
74861	瑞鹤仙（为刘信叔大尉寿）	65178,65284
74862	送客往涔阳	25053,25146
74863	九老图诗	17240
74864	过龙门	56685
74865	自问此心呈诸老伴	17115,17159
74866	胡笳十八拍。第八拍	8611
74867	六朝门。朱异	35170
74868	早发上东门（一作綦毋潜诗，题作落第后口号）	5197
74869	醉桃源·芙蓉	59353
74870	江南逢李龟年	3544
74871	金缕歌	64488
74872	惠泉	17916
74873	送梁李二明府	36757
74874	辨奸论	70344
74875	昭国里第听元老师弹琴	72754
74876	吊造微上人	28728,28838
74877	踏莎行（樱桃词）	60456
74878	题海图屏风（元和己丑年作）	14081
74879	晓出净慈寺送林子方	68847
74880	咏史诗。昆明池	29520
74881	浣溪沙（沙溪小饮）	56558
74882	伤裴录事丧子	25937
74883	中和节赐群臣宴赋七韵	44004
74884	淮南使回留别窦侍御	8218
74885	小重山（同前）	49540
74886	题醉袖	46351
74887	水调歌头（八月十五夜集长乐堂月大明常岁所无众客皆欢。戏用伯恭韵作）	49472
74888	少仪	28584
74889	秋下荆门	71958
74890	寄内诗	37428
74891	归岑山过惟审上人别业（一作归岑山留别）	38222
74892	酬谢韦卿二十五兄俯赠辄敢书情	6293
74893	【中吕】红绣鞋_郊行茅店小	67794
74894	新秋杂题六首。眠	28278
74895	清平乐（检校山园书所见）	54173,54175
74896	经杀子谷	63212
74897	谪连州书春牛榜子	23885
74898	山行杂诗四首（选一）	67065
74899	对雨	3061,36730,72163
74900	对雪	2778,3597,21635,21938,34529,34587,39136,39871,43167
74901	南歌子（赠赵顺道）	52225
74902	赠何七判官昌浩	71491
74903	风入松·九日	69812
74904	玉楼春（和令升正月五日会客）	50138
74905	别张少府	2073
74906	柳梢青（山林堂席上以主人之意解嘲）	50964
74907	赤谷	2389
74908	悲湘灵	18558
74909	雨后思湖上居（─作雨中忆湖山居）	22179
74910	临川从事还别崔法曹	6505
74911	谪岭南道中作	17920
74912	念奴娇（再和咏杜庵高君忻聚画屏）	62993,63437
74913	赠侯喜	10253
74914	烛影摇红（深春）	53586
74915	送元公之鄂渚，寻观主张骖鸾	70927,71142
74916	满江红（雨后携家游西湖，荷花盛开）	52587,55156
74917	万年厉员外宅残菊	20013
74918	秋莺	55149
74919	浐水席上献座主侍郎	32211
74920	岳阳晚景（一作父说诗）	40499,40576
74921	过杨道士居	25426
74922	清平乐（二之二）	46514,46815
74923	眼儿媚（寄赠）	56615
74924	送张秀才谒高中丞	71793
74925	李处士故居	8352,8448
74926	六州歌头（美人指甲）	55836
74927	山馆（一作移居公安山馆，编入江陵诗后）	3122
74928	秋堂夕	13448,13470
74929	送二十二兄北游寻罗中	73115,73292
74930	蓦山溪（初改官为慈闱寿）	59173
74931	山中寄梁判官	29117
74932	关下早行	27329
74933	应天长（南屏晚钟）	65702,65715
74934	润州水楼	7782
74935	大酺（牡丹）	58256
74936	秋莲	66855
74937	送安南裴都护	9568
74938	怀张为、周朴	39233
74939	杂曲歌辞。乐世	13033
74940	寻司勋李郎中不遇	4091
74941	早发邺北经古城	28681
74942	答章孝标	18424,41738,41816
74943	嵩山望幸	17378,73614
74944	满江红（立春招云岩，再和以谢之）	58950
74945	水调歌头（夷陵九日）	52296
74946	千秋岁令·想风流态	69455
74947	江楼望归（时避难在越中）	14798
74948	天仙子（七月十五日寿内）	55627
74949	送莫仲节状元归省	24822
74950	简陟、巡、建二甥（卢氏生）	72320
74951	题子侄书院双松	29024
74952	早热	16956
74953	徐高御挽歌	39256
74954	秋浦歌十七首	71455
74955	克复后登安国寺阁	30961
74956	鹊桥仙·华灯纵博	52467
74957	虞美人（即事）	52755
74958	灵台	17088
74959	【越调】斗鹌鹑_风情连夜银	68253
74960	题明公房	40341
74961	洞仙歌（刘守之任）	66198
74962	江上燕别（一作赵嘏诗，题作汾上宴别）	21877
74963	汴河闻笳（一作闻角）	9277
74964	渔家傲（寄仲高）	52447
74965	奉酬刘侍郎	5563
74966	望太华赠卢司仓	63126
74967	池上双凫二首	32269
74968	戊申岁六月中遇火	70709
74969	五贶诗。诃陵樽	27525
74970	点绛唇（冬至）	51706
74971	鲁恭治中牟	70594
74972	寄令狐相公（一作赴长江道中）	25260
74973	汴泗交流赠张仆射（建封）	10242
74974	经马镇西宅（一作马镇西故第）	21682
74975	夜宿江浦，闻元八改官，因寄此什	15071
74976	题豪家故池	31990
74977	琴曲歌辞。湘妃列女操	8422
74978	【正宫】梁州令南	68466
74979	咏史诗。鲁城	29494
74980	酬雍秀才二首	18827
74981	竹竿	54601
74982	梓州与温商夜别（一作夜别温商梓州）	10662
74983	水帘	30007
74984	和李相公摄事南郊，览物兴怀，呈一二知旧	10404
74985	南楼望月	38489
74986	寄国香	38073
74987	失鹤二首	24486,24570
74988	荆渚逢禅友	40618
74989	奉和夏初袭美见访题小斋次韵	28009
74990	满江红·江汉西来	45208
74991	商山二首	28535
74992	却归睦州至七里滩下作	63550
74993	感怀呈所知	36637
74994	赠济禅师	34947
74995	咏萤火示情人	19323
74996	吴中夜别	18630
74997	鹧鸪天（白鹭亭作）	51761
74998	醉歌	25687,41286
74999	王敬伯歌	7389
75000	新林驿女吟示欧阳训（生飞虫）	41622
75001	宴胡楚真禁所	36868
75002	终南（一作陈季卿诗）	37454
75003	梦芙蓉（赵昌芙容图，梅津所藏）	59379
75004	重别南给事	3715
75005	廉州人歌	41921
75006	魏夫人坛	35762
75007	下楼	7291
75008	皇城中花园讥刘白赏春不及	10158
75009	麂	3502
75010	蝶恋花·一朵江梅春带雪	48965
75011	如梦令（中吕思情·第二）	46970,47151
75012	奉酬于中丞使君郡斋卧病见示一首	38460
75013	钟（一作宋之问诗）	27509
75014	题宝应县	20979
75015	浣溪沙·五两竿头风欲平	68969
75016	感旧写真	15730
75017	陈。后庭舞	36889
75018	龙兴寺吊少陵先生寓居	69612
75019	云门寺	23332
75020	大明寺壁语	42178
75021	和袭美送孙发百篇游天台	27998
75022	送梁郎中赴吉州	64693
75023	池州封员外郡斋双鹤丹顶霜翎仙态浮旷罢政之日因呈此章	24925
75024	吟乐天自问怆然有作	11741
75025	九华山	24820
75026	奉和袭美太湖诗二十首。明月湾	27776
75027	【中吕】山坡羊　书怀示友人	67209
75028	箕山	27057
75029	唐乐府十首。乐边人	26048
75030	嘉会里闲居	32955
75031	登咸阳北寺楼（一作登感化寺楼）	12682
75032	经汾阳旧宅	23673,23792
75033	六州歌头（桃花）	51483
75034	郊庙歌辞。享先蚕乐章。昭庆	71788
75035	暮冬送何秀才毗陵	35629
75036	贺新郎（和徐斯远下第谢诸公载酒相访韵）	54447
75037	浙江晚渡怀古	26122
75038	杂曲歌辞。新别离	10957
75039	叙别	30844,30932,37887
75040	送薛学士赴任峡州二首	32145
75041	祀风师乐章。迎神	73623
75042	味道	15832,31615,31706
75043	沁园春（刘山春新居）	66594
75044	沁园春（寿贾丞相）	65746
75045	润州送友人	8009
75046	魏仓曹东堂柽树	57185
75047	书事咏怀	16868
75048	南侍御以石相赠，助成水声，因以绝句谢之	17023
75049	虞美人（和孔纯老送郑深道守严州）	50203
75050	淮阳公主挽歌	41009
75051	送璧州刘使君	20827
75052	贺新郎（虞万州刚简生日用所惠词韵）	56914,57124
75053	别郡后寄席中三兰（三妓并以兰为名）	26832,26870,26908
75054	玉楼春（大石·第三）	46985,47165
75055	寄赠王十将军承俊	2921
75056	题白云楼（一作许浑诗，题作汉水伤稼）	21594
75057	与鄠县群官泛渼陂	73200,73377
75058	酬娄秀才寓居开元寺，早秋月夜病中见寄	10842
75059	卖残牡丹	38077
75060	戏题示萧氏甥	52992
75061	城东早春	10081
75062	奉酬韦祭酒自汤还都经龙门北溪庄见贻之作	39700
75063	鹧鸪天（和吴子似山行韵）	54403
75064	花褐裘	8504
75065	大有（小石）	47024,47197
75066	感遇十二首·其四	68743
75067	与萧远上人游少华山寄皇甫侍御	7522
75068	早行遇雪	30827,30914,37250
75069	隔浦莲（和叶编修士则韵）	58621
75070	快活	16138
75071	经李翰林墓	33792
75072	江神子（集句惜春）	46639
75073	出京别同年	33758
75074	水调歌头（和吴秀岩韵）	64347
75075	峰顶寺	20531
75076	送人归南中	33459
75077	贺新郎（吴中韩氏沧浪亭和吴梦窗韵）	58491
75078	龙潭（一作僧应物诗）	33277,33353
75079	送僧游天台	39366
75080	卜算子·赠乐婉杭妓	62200
75081	望海潮（丁酉，西内成，乡人请作望幸曲）	48330
75082	西江月（为寿）	51807
75083	风入松（癸卯至石塘追和十五年前韵）	58130
75084	本草采萍时日歌（唐高供奉作）	42289
75085	铜雀台玉板篆	42011
75086	赋尚书	28007
75087	寄魏郎中	35445
75088	寒蝉树	37377
75089	答韩库部（协）	72446,72521
75090	和乐记室忆江水	17652
75091	送浑大夫赴丰州	11306
75092	满庭芳（过黄州游雪堂次东坡韵）	51941
75093	赠花	24931
75094	好事近（青阳道中见梅花。是日微风，花已有落者）	48711
75095	送独孤cl还京	6629
75096	相和歌辞。蒿里	4511
75097	题曾氏园林	20131,20310
75098	看新婚	17220
75099	送魏正则擢第归江陵	9148,9250
75100	寄问政山聂威仪	40844
75101	徐寇南逼感事献江南知己次韵	30171
75102	夜登白帝城怀少陵先生	66819
75103	东西行	34506
75104	长安落第作	3979
75105	卖花者	43091
75106	夏日华山别韩博士愈	18549
75107	毗陵道中	30806,30893
75108	最高楼（庆洪景卢内翰庆七十）	54219
75109	骢马	17607,22356,22715,24863,26814,26851,26888,42427,62963
75110	镜听词	8197
75111	曹刿论战	69060
75112	龙门八韵	42429
75113	醉花阴（和江宣德醉红妆词）	47633
75114	祝英台近（花港观鱼）	65987
75115	离家后作	20957
75116	【双调】沉醉东风_钓台貂裘敝	67198
75117	宴边将	28703,28813
75118	尉迟杯	60174
75119	步出城东门	43677
75120	戏作花卿歌	2436
75121	初宿淮口	23426
75122	望月有怀	72038
