id	title	pids
40380	春晚看群公朝还人为八韵	17541
40381	草堂即事	2961
40382	石州引（别恨）	63512
40383	吊国殇	12495
40384	奉和三日祓禊渭滨应制	40331
40385	宿山店书怀寄东林令图上人	35796
40386	韩碑	22304
40387	新政县	13846
40388	唐受命谶	41955
40389	吐蕃别馆卧病寄朝中诸友	11912,11948
40390	酹江月（戊戍寿老父）	59036,59118
40391	出湖寄赵冬曦	37949
40392	虞美人（食瓜有感）	48671
40393	卜算子（并涧顷种木芙蓉，九月旦盛开）	48083
40394	高士咏。师金	41046
40395	瑞鹤仙（次韵陆景思喜雪）	58367
40396	逍遥翁溪亭	8279,8374
40397	题竹郎庙	38028
40398	田园雨后赠邻人	3777
40399	感花	31460
40400	六朝门。再呤	35159
40401	寄王琳	43848
40402	忆金鹅山沈山人二首	13068
40403	襄阳乐	5452,9979,20447
40404	出世篇	11879
40405	牧杭州谢李太尉德裕	19569
40406	酬陆四十楚源春夜宿虎丘山对月寄梁四敬之兼见贻之作	9503
40407	发潭州（时自潭之衡）	3612
40408	赋得夏首启节	28563
40409	横吹曲辞。入塞	3618
40410	木兰花慢（乙巳病中）	64885,64929
40411	水调歌头（登甘露寺多景楼望淮有感）	66694
40412	寄卢俨员外秋衣词	8905,8975
40413	水龙吟（和丰宪题林路铃梅轴韵）	58758
40414	郊庙歌辞。释奠武成王乐章。迎神	71867
40415	秦淮杂诗（二十首选—）	67041
40416	江北春望赠皇甫补阙	8081
40417	卢卓山人画水	29730
40418	采芝操	43611
40419	钟陵饯送	15230,15332
40420	题玉泉溪	37930
40421	求仙曲	12094
40422	夏日樊川别业即事	23281
40423	感皇恩（除夜）	50794
40424	寄主客刘郎中	19267
40425	祗役江西路上以诗代书寄内	9752
40426	池上早夏	16916
40427	病中诗十五首。送嵩客	16880
40428	巫山高二首（一作宋之问诗）	42460
40429	别崔潩因寄薛据、孟云卿（内弟潩赴湖南幕职）	3473
40430	木兰堂（一作李商隐诗）	28138,28192
40431	初日照凤楼	18235
40432	龙门下作	16031
40433	梦别秦穆公	18866
40434	安州应城玉女汤作	71944
40435	和程员外春日东郊即事	1903
40436	东门之墠	72460
40437	九华楼晴望	28990
40438	风叹	12041
40439	同乐天送令狐相公赴东都留守（自户部尚书拜）	11399,11472
40440	寄题纵上人院	19392
40441	鞠歌行	71339
40442	九月九日登长城关	69824
40443	春思二首·其一	69713
40444	广州萧都督入朝过岳州宴饯得冬字	38748
40445	【双调】新水令　皇都元日	67798
40446	菩萨蛮·牡丹含露真珠颗	43052
40447	和刘涵	25226
40448	纪辽东二首	70494
40449	甘州（赋众芳所在）	61480
40450	始见二毛	18528
40451	愚公移山	69062
40452	江外除夜	34421
40453	洞仙歌（梅）	46644
40454	辋川集。茱萸沜	53925
40455	水龙吟（寿刘无竞·十月三十）	64382
40456	渔父词（宝公）	61853
40457	云际中峰居喜见苗发（一作祖咏诗）	7546
40458	答畅校书当	72459,72533
40459	和答诗十首。和雉媒	14161
40460	杂曲歌辞。昔昔盐。花飞桃李蹊	11938
40461	春归怨（越调）	64461
40462	闽人语	42103
40463	程将军夫人挽诗	50626
40464	黄州暮愁	23998
40465	菩萨蛮（春闺）	61911
40466	宿陈处士书斋	20650
40467	巫山一段云·雨霁巫山上	69395
40468	减字木兰花（乙亥上元）	60379
40469	初秋行圃	69117
40470	郊行寄杜位	72932
40471	春暮思平泉杂咏二十首。芳荪	17968
40472	郊庙歌辞。太清宫乐章。紫极舞	72868
40473	题童子寺	5772
40474	和岷公送李评事往宜春	39872
40475	宴清都	50538,51986,57517,59594,60095,62023,65014,65919
40476	送僧	17478,19119,19736,20775,23099,24017,25400,25514,25521,25593,32450,32589,33679,38429,39148,39873,72906
40477	禾熟	68814
40478	送史申之峡州	7929
40479	宿永嘉江，寄山阴崔少府国辅	70894,71113
40480	【双调】折桂令　春闺	67586
40481	鹧鸪天（九日双溪楼）	51438
40482	同裴少府安居寺对雨	4903,5044
40483	临洮送袁七书记归朝（时袁生作僧，蕃人呼为袁师）	11992
40484	试笔偶书	31198
40485	赵少尹南亭送郑侍御归东台（得长字）	73156,73333
40486	武昌阻风	37155
40487	浪淘沙·九日从吴见山觅酒	59541
40488	早春呈水部张十八员外 / 初春小雨 / 早春	69104
40489	金山僧院	30538
40490	送王秀才往松滋夏课	40411
40491	南歌子（和前韵）	45564
40492	蔷薇花一丛独死，不知其故，因有是篇	15053
40493	述韦昭应画犀牛	58163
40494	积雨辋川庄作 / 秋归辋川庄作	53814
40495	青玉案（和贺方回韵）	49271
40496	远山澄碧雾	31107
40497	宁州春思	23975
40498	春日归山，寄孟浩然	71660
40499	满江红（乙巳生日）	58992,59080
40500	好事近（卢佥判席上）	51698
40501	送人归觐河中	34700
40502	向湖边	64012
40503	省试一一吹竽（乾符二年）	33730
40504	留别毗陵诸公	73678
40505	郊庙歌辞。禅社首乐章。顺和	71434
40506	满庭芳（春日过城东旧游）	60936
40507	送皇甫曾游襄阳山水兼谒韦太守	57696
40508	蓟丘览古赠卢居士藏用七首。郭隗	36348
40509	秋虫	14880
40510	访秋	22657,22882
40511	菩萨蛮·木棉花映丛祠小	69657
40512	感鹤	14102
40513	避地冬夜与二三禅侣吟集茅斋	34659
40514	解连环·孤雁	61431
40515	侍郎宅泛池	17849
40516	咏仙掌	34289
40517	宿何书记先辈延福新居	23564
40518	淮上逢故人	39323
40519	宫词二首（一作顾况诗）	37075
40520	别妻王韫秀	50081
40521	赠道者（一作赠送）	9290
40522	菩萨蛮（秋兴）	60347
40523	寻山僧真胜上人不遇	39085
40524	满江红·咏竹	69556
40525	田家留客	8152
40526	将归旧山留别	10692
40527	寄李益少监兼送张实游幽州	8117
40528	石钟山记	70178
40529	观稼	14290
40530	乙酉岁舍弟扶侍归兴义庄居后独止舍待替人	12191
40531	杂曲歌辞。独不见	11436,11447,11467,11479
40532	令狐楚、顾非熊	42254
40533	六州歌头（骊山）	62436
40534	寄武陵李少府	4408
40535	退朝望终南山	27008
40536	思山居一十首。忆葛胜木禅床	17944
40537	过天威径	43160
40538	郊庙歌辞。汉宗庙乐舞辞。观德舞	2371
40539	送魏广下第归扬州	6731
40540	赠欧阳明府	32401,32541
40541	夜望	72652
40542	如梦令（五之三）	46122
40543	菩萨蛮（丁丑送春）	60351
40544	以诗代书，寄户部杨侍郎，劝买东邻王家宅	16734
40545	前汉门。曲逆侯	35102
40546	【中吕】粉蝶儿	67852
40547	别故人	26768
40548	赠李处士长句四韵	21149
40549	临江仙（为顾致尧生日）	56355
40550	七月十五夜看月	24948
40551	满庭芳（十月念六日大雪，作此呈社人·冬景）	53699
40552	鹊桥仙（烛下看花）	47521
40553	虞美人（赠蔡子因）	48054
40554	送林刺史简言之漳州	18681,18703
40555	别山居	23328
40556	青门引·春思	44311
40557	骆谷晚望	24791
40558	谏院台省语	42096
40559	题金家竹溪	8275,8371
40560	南宾送蔡侍御游蜀	6521
40561	祗役骆口，因与王质夫同游秋山，偶题三韵	14234
40562	唐虞门。唐尧	34965
40563	送陈判官赴绥德	25325
40564	水调歌头（丁丑岁，吴门为外舅蒋宣卿寿）	53204,53255
40565	和袭美江南书情二十韵寄秘阁韦校书贻之商洛…次韵	27932
40566	览镜书怀	72061
40567	秋夜长	11545,12548
40568	清明日青龙寺上方赋得多字	4778
40569	花下醉中联句	37626
40570	游春	48598
40571	岘山饯房琯、崔宗之	70922,71137
40572	望海楼	70703
40573	题赠张道士山居	5373,5415
40574	水调歌头（怀山中）	64003
40575	怀别	12613
40576	清波引（横舟·是时以湖湘廉使归）	61530
40577	九月於东逢雪	22967
40578	贺新郎（寿张宜轩）	58201,58227
40579	别周记室	43865
40580	前溪作	38915,38994
40581	列仙文。方诸青童君	12426,12478
40582	奉和别越王	19367,19424,19435
40583	玉楼春·桃溪不作从容住	46987
40584	送端东行	72396
40585	送房处士闲游	24930
40586	奉和圣制三月三日	50103
40587	醉落魄（重午日过石熙明，出侍儿鸳鸯）	48632
40588	春日过李侍御	6934
40589	樵人十咏。樵径	27836
40590	芙蓉榭	5669
40591	柳梢青（丙戌送陈仁父赴班）	58858
40592	与欧阳询互嘲（无忌嘲询）	41665
40593	送李殷游京西	24415
40594	咏史诗。苍梧	29385
40595	减兰十梅（晓）	62134,62145
40596	谢公墅歌	25670
40597	酬南洛阳早春见赠	17047
40598	孤烛叹（一作闺怨）	33573
40599	临江仙（次韵叶少蕴惜春）	49515
40600	七娘子（三衢道中作）	55664
40601	早春钱塘湖晚眺	20173,20349
40602	喜昼公寻山回相遇联句一首	37726
40603	享先农乐章。肃和	15232
40604	皮日休造黄巢谶	41992
40605	济上四贤咏。郑霍二山人（一作寄崔郑二山人）	51637
40606	古戍	66881
40607	鹊桥仙（□□立春）	56281
40608	临江仙（陈守美任）	64340
40609	春日过奉诚园（一作曲江，一作玉林园）	7639
40610	优钵罗花歌	73080
40611	精舍对雨	6672
40612	金凤钩（同前送春）	46628
40613	同李郎中净律院梡子树	1893
40614	【正宫】月照庭	67625
40615	寄李蕲州	16830
40616	西平乐（用耆卿韵）	52080
40617	疏影（笋薄之平江）	66018
40618	送稽亭山寺僧	12843
40619	晦日置酒林亭	31784
40620	水龙吟·登建康赏心亭	54072
40621	庄暴见孟子	70542
40622	【双调】一机锦　离思	67275
40623	自南山却赴京师，石臼岭头即事寄严仆射	10779
40624	风入松（福清道中作）	58127
40625	苦雨中又作四声诗寄鲁望。平去声	27740
40626	千秋节赐群臣镜	38714,42149
40627	归故园	20720
40628	赠解头贾嵩	23730,23850
40629	送人下第归	20792
40630	题真州精舍	40067,40151
40631	鹧鸪天（曾端伯使君自处守移帅荆南，作是词戏之）	49049
40632	眼儿媚（寿钱德成）	57453
40633	夏日城中作二首	40745
40634	坤维军前寄江南弟兄	32210
40635	上巳浮江宴韵得址字	25497
40636	襄阳舟夜	15000
40637	葛藟	67788
40638	谒金门（春雪）	51420
40639	园林晏起，寄昭应韩明府、卢主簿	72286
40640	秋（一作王睿诗）	32904
40641	减字木兰花（和人梅词）	47604
40642	贫居秋日	27392
40643	宿清远峡山寺	24079,40815
40644	咏虹（一作虹蜺）	29857
40645	秋暮与诸文士集宿姚端公所居	38431
40646	登润州万岁楼（一作皇甫冉诗）	69012
40647	四十五	15079
40648	浣溪纱（桂）	65692
40649	狱中贻姚张薛李郑柳诸公	59170
40650	赠鹤林上人	6617
40651	药圃	37267
40652	十二月拜起居表回	22008
40653	长相思（渔父）	52729
40654	醉桃源（大石）	46926,47115
40655	途中口号（一作郭向诗）	44215
40656	中山临上人院观牡丹寄诸从事	32739
40657	杭州观潮	19390
40658	过长江伤贾岛	26245
40659	少女生日感怀	6694
40660	杂剧·崔莺莺待月西厢记·张君瑞庆团园(第五本)	68079
40661	柳梢青（荼＿屏）	55484
40662	题卢秘书夏日新栽竹二十韵	14936
40663	春暖送人下第	34523,34581
40664	荆州新秋病起杂题一十五首。病起见衰叶	40317
40665	题山寺井	25318
40666	过刘三十二故宅	14741
40667	马上有见	36899
40668	酬李叔度秋夜喜相遇因伤关东僚友丧逝见赠	6843
40669	寄居道林寺作	40594
40670	水调歌头（送唯齐之官回舟松江赋）	63003,63445
40671	江宿闻芦管（商船小童善吹）	31212
40672	赠兴平郑明府	5905
40673	醉公子·岸柳垂金线	69690
40674	郡楼望九华歌	26810,26848,26885
40675	自黔中东归旅次淮上	26300
40676	流合浦岭外作	40510,40587
40677	送原公南游	3928
40678	学弈	68992
40679	清平乐（和刘制几）	58702
40680	南歌子（有感）	45271
40681	长安书事	28726,28836,33566,33657
40682	梁州陪赵行军龙冈寺北庭泛舟宴王侍御（得长字）	73194,73370
40683	醉红妆（中吕调）	44220
40684	和令狐相公玩白菊	11595
40685	奉和常舍人晚秋集贤院即事寄徐薛二侍郎	7972
40686	荒斋	25322
40687	念奴娇·中秋	45527
40688	自桐庐如兰溪有寄	9755
40689	贺新郎（和邵清溪自寿）	60267
40690	题郑大有隐居	22675,22899
40691	江上山	17675
40692	满江红（寿韩尚书）	66537
40693	赠花卿	2976
40694	【越调】柳营曲　途中春暮	67741
40695	观吴偃画松	18935
40696	念奴娇·书东流村壁	54098
40697	荆州新秋病起杂题一十五首。病起见庭莎	40323
40698	宴中山	32327
40699	空闲二公递以禅律相鄙因而解之	32817
40700	风不鸣条（一作左牢诗）	19853
40701	荆州新秋病起杂题一十五首。病起见庭莲	40319
40702	张常侍池凉夜闲宴赠诸公	16467
40703	忆旧游（新朋故侣，诗酒迟留，吴山苍苍，渺渺兮余怀也。寄沈尧道诸公）	61423
40704	敬寄族弟唐十八使君	2669
40705	送薛大赴安陆	61904
40706	题东武丘寺六韵	15946
40707	送麹十少府	71792
40708	即事奉呈郎中韦使君（明系试秘书省校书郎）	5378,5420
40709	远将归	8203
40710	鹧鸪天（春情）	53200
40711	述怀寄衡州令狐相公	7241
40712	浙东罢府西归酬别张广文皮先辈陆秀才	28378
40713	【双调】沉醉东风_秋景挂绝壁	68457
40714	秋日山斋书怀	26103
40715	夜到渔家（一作宿渔家）	12647
40716	和河南裴尹侍郎宿斋天平寺诣九龙祠祈雨二十韵	11050
40717	节度宣武酬乐天梦得	10127
40718	关口逢徐迈	7010,7075
40719	送僧归天台	25391
40720	赐诸州刺史以题座右	36281
40721	巴陵	26972
40722	高陵书情，寄三原卢少府	72217
40723	经故杨太尉旧居	27160
40724	九日陪皇甫使君泛江宴赤岸亭	7644
40725	小重山（汤）	47881
40726	使过弹筝峡作	58496
40727	秋夜寄青龙寺空贞二上人	38364
40728	御制段太尉碑	37344
40729	早朝日寄所知	1953,2007
40730	送韦秀才	4480,38793
40731	寄卢生	25910
40732	咏史诗。汨罗	29477
40733	题太白山隐者	23988
40734	菩萨蛮（春陵迎阳亭）	55512
40735	谒金门（暮春）	53594
40736	巴州寒食晚眺	30610
40737	重忆山居六首。钓石（于谿人处求得）	17999
40738	送祖山人归山	23295
40739	作蚕丝	68787
40740	法曲献仙音（官圃赋梅，继草窗韵）	59611
40741	卜算子（前题）	51944
40742	李凭箜篌引	13099,13147
40743	寄刘苏州	16153
40744	送人	8092,8458,21396,29208,29308,35428,35543,35575,37981
40745	鳲鸠	7321
40746	题卢十一所居（一作卢十）	4823
40747	临江仙（柳）	61170,62324
40748	送郑京昭之云安	24868
40749	种木槲花	10905
40750	送人登第东归	26089
40751	哭刘司户蕡	22659
40752	定情篇	35789
40753	命妓不至	36754
40754	尉迟杯（双调）	43950
40755	马希振葬地碣	42034
40756	万里春	47045
40757	重到城七绝句。仇家酒	14949
40758	待山月	38761
40759	侯家鹧鸪	31261
40760	洞仙歌（菊）	46657
40761	哭诸故人，因寄元八	14660
40762	送李登少府	25444
40763	清凉山赞佛寺 （四首选一）	66987
40764	秋题	24639
40765	江南杂体二首	8097
40766	稽山书院尊经阁记	70547
40767	吴。陆统	36824
40768	忆秦娥（木樨）	50854
40769	东都遇春	10289
40770	放歌	67180
40771	赠李颀	50959
40772	登秦岭作，时陷贼归国	58784
40773	生查子·陌上郎	46341
40774	洞庭山维谅上人院阶前孤生橘树歌	39028
40775	【南吕】一枝花　春思	67649
40776	思越人·紫府东风放夜时	46577
40777	閟宫	23470
40778	【正宫】醉太平_绕前街后街	68063
40779	与何光远赠答诗（何光远伤春吟）	41447
40780	文献太子挽歌词五首	36274
40781	夜泊湘江	4711,26759
40782	送姚郜先辈赴汝州辟	26295
40783	过颜处士墓	14953
40784	蝶恋花（次韵伊一）	56567
40785	水龙吟（和吴宪韵，且坚郁孤同游之约）	59211
40786	送水部张郎中彦回宰洛阳	31387
40787	酬张芬赦后见寄（一作司空曙诗）	28437
40788	赠韦山人	5820
40789	和谈校书秋夜感怀，呈朝中亲友	14728
40790	登楼望水	5732
40791	题小桥前新竹招客	14468
40792	六朝门。后魏武帝	35156
40793	原陵老翁吟	41561
40794	清明夜	15930
40795	古薄命妾	12052
40796	别遥见诗	41414
40797	逢老人	39167
40798	日出行 / 日出入行	71327
40799	水调歌头（约李潼川饮即席赋）	57001,57211
40800	渼陂	31321
40801	节妇吟·寄东平李司空师道	12536
40802	苏小小歌	25692
40803	雩祀乐章。肃和	15187,66455
40804	寒食行	8139
40805	摸鱼儿（和韵）	60647
40806	游长安诸寺联句。崇义坊招福院。赠诸上人联句	37669
40807	送郭秀才制举下第南游	3905
40808	夜闻故梓州韦使君明当引绋感而成章	33109
40809	相和歌辞。从军有苦乐行	5696
40810	水调歌头·游览	45683
40811	酬复言长庆四年元日郡斋感怀见寄	13931
40812	出其东门	72901
40813	寄何绍馀	27313
40814	满庭芳（忆钱唐）	47015,47191
40815	诉衷情（五之三）	44870
40816	题白鹿兰若	18159
40817	小桃红·碧湖湖上柳阴阴	69694
40818	拟古三首	33417
40819	和印先辈及第后献座主朱舍人郊居之作	36260
40820	寻石瓮寺上方	25568
40821	水龙吟（东宫寿词）	50484
40822	瑞鹤仙（寿赵右司）	57748
40823	陈九溪中草堂	38311
40824	孤松篇	35949
40825	望江怨	42761
40826	送沈鹤	25413
40827	夏日独直，寄萧侍御	14246
40828	咏梧桐	69485
40829	酬令狐相公新蝉见寄	11255
40830	送人游邵州	36916
40831	【般涉调】耍孩儿　咏鼓	67403
40832	经汉武泉	23533
40833	贺新郎（六用韵。叙谪仙为宫教兄寿）	58108
40834	凤孤飞	45170
40835	姜宣弹小胡笳引歌	37513
40836	和牛相公题姑苏所寄太湖石兼寄李苏州	11619
40837	和骞右丞省中暮望	22563,22908
40838	襄阳曲	7380,19001,39129
40839	阮郎归（舟中作）	61729
40840	同韦舍人早朝	45595
40841	水调歌头（蒲制帅以喜雨韵为寿，和以谢之）	58931
40842	碧户	43263
40843	【黄钟】人月圆_赵君锡再得	68314
40844	酬前驾部员外郎苗发	7589
40845	【中吕】粉蝶儿　思情	68034
40846	题张司马别墅	26217
40847	寄李苏州，兼示杨琼	15544
40848	感皇恩（送晁别驾赴朝）	48723
40849	送元八归凤翔	14850
40850	和张仆射塞下曲·其四	68765
40851	留题桂州碧浔亭	19906
40852	凄凄	31647,31737
40853	金缕曲（丙戌九日）	60636
40854	驯犀－感为政之难终也	14189
40855	访王起居不遇留赠	4497
40856	寺居陆处士相访，感怀却寄二三友人	35482
40857	咏史诗。涿鹿	29479
40858	投寄旧知	33182
40859	与郑德璘奇遇诗	41422
40860	奉和杜相公太清宫纪事陈诚上李相公十六韵（杜元颖也）	10570
40861	酬思黯代书见戏（一作酬牛相见寄）	11752
40862	春日戏题恼郝使君兄	2472,2529
40863	武陵观火诗	11038
40864	赠胡居士	5948,7607
40865	宫词（梨园子弟以下四十一首一作王珪诗）	37744
40866	减字木兰花（痴）	52865
40867	游仙词	6321
40868	河南府试十二月乐词。十二月	13135,13178
40869	陈翃郎中北亭送侯钊侍御赋得带冰流歌	6860
40870	怀伊川郊居	18000
40871	满江红（和范石湖）	53316
40872	奉和鲁望渔具十五咏。舴艋	27462
40873	蝶恋花（即景）	60279
40874	锦堂春（留春）	66707
40875	鄜州留别张员外	33192
40876	寄妻父刘长卿（一作严维诗，题作发桐庐寄刘员外）	2263
40877	秋日翠微宫	29890
40878	金陵后观棋（六首选一）	66948
40879	和顾校书新开井	19864
40880	上刘侍中	10053
40881	寄台省知己	30794,30880
40882	同韦夏卿送顾况归茅山	6359
40883	寄左省杜拾遗	73085
40884	贺新郎（中秋）	53946
40885	柳花歌送客往桂阳	6408
40886	卜算子（歇指调）	43978
40887	司直巡官无诸移到玫瑰花	33886
40888	酬乐天咏老见示	11069
40889	贺新郎（贺耐轩周府尹·己卯）	65942
40890	欢喜二偈	17101,17145
40891	贻住山僧	34380
40892	府舍月游	72663
40893	鹧鸪天（梦仙）	52169
40894	天末怀李白	2864
40895	咏路	69468
40896	三代门。周公	34980
40897	秋日台中寄怀简诸僚	9198
40898	真符女与申屠澄赠和诗（女和）	41611
40899	太湖诗。投龙潭（在龟山）	27437
40900	一枝春（除夕）	65684
40901	小重山（四之三）	46428
40902	水调歌头（和郑舜举蔗庵韵）	54091
40903	谏议以罢郡将归以六韵赐示，因伫酬献	27540
40904	铜官渚守风（渚在宁乡县）	3575
40905	和刘郎中学士题集贤阁	16117
40906	庭前	28087
40907	偶题二首	17556,21369,22945,29063,34159
40908	遇罗员外衮	33711
40909	梦微之（十二年八月二十日夜）	15153,15258
40910	后梁宣明二帝碑堂下作	11727
40911	江城子（凯旋）	55766
40912	除苏州刺史，别洛城东花	15878
40913	题庐岳刘处士草堂	32676
40914	咏汉高祖	14502,35371,35690
40915	遣昼	13498
40916	胡姬词	9977
40917	郡中西园（一作许浑诗）	19458,19509
40918	赠韩道士	43271
40919	途中送权三兄弟（一作送权骅）	4744
40920	唐大飨拜洛乐章。归和	50392,50503
40921	闲斋对雨	72620
40922	减字木兰花（戏答）	45725
40923	寄右省李起居	33084
40924	念奴娇（寿程致政）	63467
40925	临江仙·探梅	54132
40926	月生	17260
40927	好事近（黄义卿画带霜竹）	50884
40928	莺啼序（宫中新进黄莺）	60983
40929	山禽	12986
40930	感皇恩（广东与康伯可）	55404
40931	送三藏归西天国	34786
40932	杂曲歌辞。行路难二首	10552,10630
40933	送区弘南归	10272
40934	送苏处士归西山	24018,31430
40935	看榜日	26200
40936	秦家行	37471
40937	画地学书	69005
40938	八声甘州（自和）	58874
40939	湘灵瑟（故妓周懿葬桥南）	60915
40940	苦昼短	13263
40941	送海南客归旧岛	12681
40942	对雨赠济阴马少府考城蒋少府兼献成武五兄南华二兄	66934
40943	寄崔列中丞	8118
40944	酬崔侍御早秋卧病书情见寄时君亦抱疾在假中	6833
40945	戏题枢言草阁三十二韵	23027
40946	导引（加上太上皇帝太上皇后尊号册宝乐章（淳熙二年）·奉上册宝导引曲）	52582
40947	与党侍御	4276
40948	临江仙（九之九）	49835
40949	得阎伯钧书	38136
40950	有酒十章	13977,13981
40951	怀幽期	18560
40952	送王大昌龄赴江宁	72949
40953	严塘经乱书事	30645
40954	夜度娘	43749
40955	巽公院五咏。禅堂	10959
40956	旅中怀孙路	39337
40957	登汉高庙闲眺	32978
40958	永遇乐（甲午走笔和岳大用梅词韵）	55462
40959	渔家傲引（破子）	51287,51288
40960	妙乐观（一作题王乔观传傅道士所居）	38235
40961	丑奴儿（大石梅花）	46945,47128
40962	归风便	46348
40963	赠处州段郎中	43235
40964	田园乐七首·其二	69223
40965	博平郑太守自庐山千里相寻入江夏北市门见访…立马赠别	71556,71584
40966	骢马曲	23070
40967	咏孟端溪山渔隐长卷	69517
40968	送道标上人归南岳	64881
40969	齐天乐（端午）	50309
40970	药园宴武辂沙将军赋得洛字	37606
40971	田园乐七首·其五	69226
40972	桂林叹雁	17757
40973	喜达行在所三首（原注：自京窜至凤翔）	2785
40974	秋夜同畅当宿潭上西亭	6979
40975	贺雪寄本府尚书	26622
40976	云（一作杜牧诗）	32923
40977	郑州献从叔舍人褎	22530,22758
40978	酬司门卢四兄云夫院长望秋作	10302,10337
40979	寒夜	18786,18894,68865,71018,71225
40980	汴河曲	7296
40981	临江仙（诸葛元亮席上见和，再用韵）	54516
40982	李云南征蛮诗	2104
40983	水龙吟（游钓台作）	51173
40984	兵后送薛居士移家安吉	38709
40985	题紫阳观	36250
40986	减字木兰花（得金陵报，喜甚，从赵景修借酒）	45657
40987	游南阳清泠泉	71846
40988	边将二首	33461
40989	白沟	66858
40990	隔汉江寄子安	38111
40991	喜皇甫大夫同宿大梁驿	38343
40992	齐梁晴云	22620,22845
40993	管子引逸诗	43413
40994	登庐山峰顶寺	5244
40995	殿前曲二首	61628
40996	云童行	12592
40997	赠萧山彭少府	43248
40998	寿阳王花烛图（一作沈佺期诗）	23691
40999	水调歌头（濠州观鱼台作）	47979
41000	春秋战国门。祭足	34988
41001	重送浙西李相公顷廉问江南已经七载…领旧地新加旌旄	11312
41002	送从弟彻东归	12796
41003	浣溪沙·花榭香红烟景迷	69668
41004	七祖院小山	31225
41005	喜迁莺（和老人咏梅）	66199
41006	正乐府十篇。卒妻怨	27373
41007	偶题离亭	30032
41008	玉楼春·空园数日无芳信	70058
41009	酹江月（次眉州李大著韵）	53957
41010	春霁花萼楼南闻宫莺	7798
41011	宿晋安亭	18279
41012	蝶恋花（怀于湖）	53013
41013	相和歌辞。大堤行	7730
41014	联缀体	31901
41015	江皋赠别	33272,33348
41016	灯花	33852
41017	边塞行	7677
41018	送郑丞之罗浮中习业	17314
41019	寄楼子山云栖上人	23209
41020	闷题	31071,31228
41021	贻王秀才	40257
41022	送无相禅师入关	19823
41023	杏园即席上同年	26602
41024	杂曲歌辞。急乐世	13044
41025	落叶（一作孔德绍诗）	17330
41026	过津口	2692
41027	登石城戍望海寄诸暨严少府	4792
41028	春早秋初，因时即事，兼寄浙东李侍郎	16628
41029	银结条冠子	33836
41030	新念别	46603
41031	东下三旬苦于风土马上戏作	22469
41032	江城子·浣花溪上见卿卿	43884
41033	老松	42552
41034	送草书献上人归庐山	12356
41035	高士咏。高凤	41061
41036	水龙吟·西湖怀古	69616
41037	朝回和元少尹绝句	15452
41038	【正宫】塞鸿秋	68297
41039	陪王汉州留杜绵州泛房公西湖（房琯刺汉州时所凿）	3125
41040	每见吕南二郎中新文辄窃有所叹惜因成长句以咏所怀	17098,17143
41041	水龙吟（次韵和质夫、子瞻杨花词）	48813
41042	初秋登王司马楼宴得同字	34206
41043	关西驿亭即事	32243
41044	谒金门·春半	51499
41045	松下雪	7888
41046	留别邹绍刘长卿	5475
41047	蓦山溪（游南山）	49558
41048	顾少府池上（一作顾少府池亭苇）	34387
41049	次潼关先寄张十二阁老使君	10518
41050	拟古	17760,30667,71398,73524
41051	衙郡守还	73020
41052	五言述德抒情诗一首四十韵献上杜七兄仆射相公（杜悰）	23031
41053	莲	42487
41054	寄清越上人（一作寄山僧）	28937
41055	寄昙、嵩、寂三上人	13840
41056	李潮八分小篆歌	2638
41057	莺	28107,28796,29900,32005
41058	书原上鲍处士屋壁	29871
41059	西江月（宜兴山间即事）	58863
41060	晚次宿预馆	3869
41061	题冤句宋少府厅留别	67134,67790
41062	叹美人照镜	36967
41063	浣溪沙（戏呈牧庵舅）	49065
41064	喜弟承检登科	33533
41065	东溪言事寄于丹	29663
41066	九日幸临渭亭登高应制得历字	41429
41067	西江月（六）	44843
41068	思归乐二首	20430
41069	重忆白菊	27953
41070	郊庙歌辞。祭汾阴乐章。姑洗徵	71340
41071	水调歌头（庆平交七月十七）	59069,59152
41072	登白马潭	3570
41073	江陵酒中留别坐客	11994
41074	送董正字常州觐省	25279
41075	北亭卧	15658
41076	献汉南樊尚书	12280
41077	卖炭翁	14205
41078	同和咏楼前海石榴二首	49055
41079	酬叶县刘明府避地庐山言怀诒郑录事昆季苟尊师兼见赠之	41012
41080	鹧鸪天（元夕次韵干誉）	48064
41081	摊破江城子	54818
41082	相和歌辞。神弦别曲	7365
41083	与侯春时同年南池夜话	21830
41084	来从窦车骑行（自朔方行作）	7204
41085	小重山（同仇香过汭川，道问偶成）	64819
41086	书志赠畅当	7473
41087	虚池驿题屏风	53603
41088	夜偶诗客操公作	72200
41089	六州歌头（和张安国舍人韵呈进彦）	50181
41090	诏取永丰柳植禁苑感赋	17096
41091	浣纱庙	38076
41092	谒金门（＿·上秀邸溪亭）	58523
41093	忆秦娥·花似雪	70043
41094	拜昭陵出城与张秘监阁老同里临行别…归寻辱清辞辄酬之	9626
41095	山中一绝	6980
41096	宿东岩寺晓起	23103
41097	临高台送黎拾遗	54192
41098	钱塘湖春行	15594
41099	和钱员外禁中夙兴见示	14245
41100	春昼	13250,31943
41101	观心处	13736
41102	南乡子（中吕宫）	44141
41103	送邹尊师归洞庭（一作杨达诗）	37203
41104	玉蝴蝶（五之三·仙吕调）	44058
41105	过胡居士睹王右丞遗文	7835
41106	咏史诗。谷口	29456
41107	西江月（用韵和李兼济提举）	54665
41108	陪冯使君游六首。过相思岭	39784
